Lexeme	WC	Flexion
salunikkunnaarpoq	V	(no generation)
salunippallaaqaaq	V	(no generation)
salunippoq	V	(no generation)
saluppoq	V	(no generation)
salussivoq	V	(no generation)
salutt¦oq	N	–up, –ut
samanersu¦aq	N	–up, –it
samanii¦ppoq	V	–nngilaq
samaniissimavoq	V	(no generation)
samaniittuarpoq	V	(no generation)
samanissaatsiarsu¦aq	N	–up, –it
samannga¦q	N	–p, –t
samanngarpoq	V	(no generation)
samanngarsarnerpoq	V	(no generation)
sammarujussu¦aq	N	–up, –it
sammeqat	N	–ip, –it
sammeqataavoq	V	(no generation)
sammeqqaannaavoq	V	(no generation)
sammeqqaavoq	V	(no generation)
sammeqqa¦q	N	–p, –t
sammeqqune¦q	N	–rup, –rit
sammersorne¦q	N	–rup, –rit
sammersorpaa	V	(no generation)
sammerusuta¦q	N	–p, –t
sammilluarpoq	V	(no generation)
samminanngilaq	V	(no generation)
sammineqarpoq	V	(no generation)
sammineqart¦oq	N	–up, –ut
sammisa¦q	N	–p, –t
sammisaqaqat	N	–ip, –it
sammisaqarfi¦k	N	–up, –it
sammisaqarne¦q	N	–rup, –rit
sammisaraa	V	(no generation)
sammisarsimavaa	V	(no generation)
sammisassaqartitsis¦oq	N	–up, –ut
sammisippaa	V	(no generation)
sammis¦oq	N	–up, –ut
sammivaa	V	(no generation)
sammiveqarfi¦k	N	–up, –it
sammiveqataas¦oq	N	–up, –ut
sammivigaa	V	(no generation)
sammivi¦k	N	–up, –it
sammiviliiffi¦k	N	–up, –it
sammiviliine¦q	N	–rup, –rit
sammiviliisinnaas¦oq	N	–up, –ut
sammivoq	V	(no generation)
sammukarpoq	V	(no generation)
samungaannarpoq	V	(no generation)
samungaannarsimavoq	V	(no generation)
samungarsu¦aq	N	–up, –it
samungarujussu¦aq	N	–up, –it
samunnaakkumavaa	V	(no generation)
samunnaappaa	V	(no generation)
samunnaassivoq	V	(no generation)
samunnarpoq	V	(no generation)
samunnartaannarpoq	V	(no generation)
samuunangaatsia¦q	N	–p, –t
samuunaqquppoq	V	(no generation)
samuunarujussu¦aq	N	–up, –it
sanaakkumanngilaa	V	(no generation)
sanaaluppoq	V	(no generation)
sanaannaa¦q	N	–p, –t
sanaannaaraa	V	(no generation)
sanaappaa	V	(no generation)
sanaa¦q	N	–p, –t
sanaaraa	V	(no generation)
sanaarigunanngilaa	V	(no generation)
sanaarisimavaa	V	(no generation)
sanaarsuppoq	V	(no generation)
sanaartoqaaq	V	(no generation)
sanaartorfigissaane¦q	N	–rup, –rit
sanaar¦torfigissaaneq	N	{–sorfigissaanerup, –torfigissaanerup}, {–sorfigissaanerit, –torfigissaanerit}
sanaartorfigiuminarsaane¦q	N	–rup, –rit
sanaar¦torfigiuminarsaaneq	N	{–sorfigiuminarsaanerup, –torfigiuminarsaanerup}, {–sorfigiuminarsaanerit, –torfigiuminarsaanerit}
sanaartorfigiuminarsa¦gaq	N	–kkap, –kkat
sanaar¦torfigiuminarsagaq	N	{–sorfigiuminarsakkap, –torfigiuminarsakkap}, {–sorfigiuminarsakkat, –torfigiuminarsakkat}
sanaartorfigiuminarsarpaa	V	(no generation)
sanaartorfi¦k	N	–up, –it
sanaar¦torfik	N	{–sorfiup, –torfiup}, {–sorfiit, –torfiit}
sanaartorfissa¦q	N	–p, –t
sanaar¦torfissaq	N	{–sorfissap, –torfissap}, {–sorfissat, –torfissat}
sanaartorne¦q	N	–rup, –rit
sanaar¦torneq	N	{–sornerup, –tornerup}, {–sornerit, –tornerit}
sanaartorpaa	V	(no generation)
sanaartorpoq	V	(no generation)
sanaartugassiat	N, pl.	-
sanaar¦tugassiat	N, pl.	{–sugassiat, –tugassiat}
sanaassa¦q	N	–p, –t
sanaassaqanngilaq	V	(no generation)
sanaassivoq	V	(no generation)
sanaffi¦k	N	–up, –it
sanajortorpoq	V	(no generation)
sanalluarpaa	V	(no generation)
sanalu¦gaq	N	–kkap, –kkat
sanalukkat	N, pl.	-
sanalunne¦q	N	–rup, –rit
sanaluppoq	V	(no generation)
sanane¦q	N	–rup, –rit
sananeqaat	N	–ip, –it
sananerlu¦ppaa	V	–nngilaa
sanaqqippaa	V	(no generation)
sanarfine¦q	N	–rup, –rit
sanarfisa¦q	N	–p, –t
sanarfisigisarpaa	V	(no generation)
sanarfi¦t	N	–sip, –sit
sanarfivaa	V	(no generation)
sanarfivoq	V	(no generation)
sanarii¦gaq	N	–kkap, –kkat
sanarlaa¦q	N	–p, –t
sanaroorpoq	V	(no generation)
sanarroortippaa	V	(no generation)
sanarroortitsivoq	V	(no generation)
sanarsorpaa	V	(no generation)
sanarsuiarpaa	V	(no generation)
sanarsuiarpoq	V	(no generation)
sanarujoorne¦q	N	–rup, –rit
sanarujoorpoq	V	(no generation)
sanasinnaalluarpoq	V	(no generation)
sanas¦oq	N	–up, –ut
sanasuiuvoq	V	(no generation)
sanasunngornia¦q	N	–p, –t
sanasunngorniarne¦q	N	–rup, –rit
sanatitsiniart¦oq	N	–up, –ut
sanatitsis¦oq	N	–up, –ut
sanatitsivoq	V	(no generation)
sanavaa	V	(no generation)
sanavoq	V	(no generation)
saneqqiarfissaqqippoq	V	(no generation)
saneqqiarnarpoq	V	(no generation)
saneqqiarpoq	V	(no generation)
saneqqiartaat	N	–ip, –it
saneqquffissa¦q	N	–p, –t
saneqquppaa	V	(no generation)
saneqquppoq	V	(no generation)
saneqqusungarpaa	V	(no generation)
saneqqu¦tsineq	N	{–ssinerup, –tsinerup}, {–ssinerit, –tsinerit}
saneqqutsivoq	V	(no generation)
saneqqutt¦oq	N	–up, –ut
sane¦raq	N	{–qqap, –rap}, {–qqat, –rat}
sanerarluppoq	V	(no generation)
sanerarmi¦oq	N	–up, –ut
sanerarmioraa	V	(no generation)
sanerarmippaa	V	(no generation)
sanerarmippoq	V	(no generation)
sanerarmiu	N	–p, –t
sanerarut	N	–ip, –it
sanerfallappoq	V	(no generation)
sanerpaa	V	(no generation)
sanerpoq	V	(no generation)
sanersippaa	V	(no generation)
sanersu¦k	N	–up, –it
sanersul¦ik	N	{–iup, –lip, –lup}, –lit
saner¦sulik	N	{–suliup, –sullip, –sullup, –tuliup, –tullip, –tullup}, {–sullit, –tullit}
sanersutt¦ooq	N	–uup, –uut
sangataavoq	V	(no generation)
sangata¦k	N	–ap, –at
sangianne¦q	N	–rup, –rit
sangiappoq	V	(no generation)
sangiatt¦oq	N	–up, –ut
sangippaa	V	(no generation)
sangippoq	V	(no generation)
sangissart¦ooq	N	–uup, –uut
sangiuppaa	V	(no generation)
sangiussine¦q	N	–rup, –rit
sangiussivoq	V	(no generation)
sangoorpoq	V	(no generation)
sangorsu¦k	N	–up, –it
sangorsuttuvoq	V	(no generation)
sangujaa¦q	N	–p, –t
sangujaarpoq	V	(no generation)
sangujaarsu¦k	N	–up, –it
sangujartuaarpoq	V	(no generation)
sangujoqilaarpoq	V	(no generation)
sangujoqisaarpoq	V	(no generation)
sangujoraarpoq	V	(no generation)
sangune¦q	N	–rup, –rit
sangunerliorne¦q	N	–rup, –rit
sangungavoq	V	(no generation)
sangusaapiloorfi¦k	N	–up, –it
sangusaapiloorne¦q	N	–rup, –rit
sangusaarfi¦k	N	–up, –it
sangusaarne¦q	N	–rup, –rit
sangusaarpoq	V	(no generation)
sangusaartart¦oq	N	–up, –ut
sangusarpoq	V	(no generation)
sangusoorpoq	V	(no generation)
sangussarilluinnarpoq	V	(no generation)
sangussarippoq	V	(no generation)
sangussarissivoq	V	(no generation)
sangusussaane¦q	N	–rup, –rit
sangusussaavoq	V	(no generation)
sangutippaa	V	(no generation)
sanguvoq	V	(no generation)
sani	N	–p, –t
sanianii¦ppoq	V	–nngilaq
saniffallappoq	V	(no generation)
sanigoriartorne¦q	N	–rup, –rit
sanigoriartorpoq	V	(no generation)
sanigoriartuinnarpoq	V	(no generation)
sanigorluinnarsimas¦oq	N	–up, –ut
sanigorne¦q	N	–rup, –rit
sanigorpoq	V	(no generation)
sanigorsarne¦q	N	–rup, –rit
sanigorsarpoq	V	(no generation)
sanigorserpaa	V	(no generation)
sanigorsimas¦oq	N	–up, –ut
sanigorsimavoq	V	(no generation)
saniguuppaa	V	(no generation)
saniguutivippaa	V	(no generation)
saniiarpaa	V	(no generation)
saniit	N	–ip, –it
saniit	N, pl.	-
sani¦k	N	–up, –it
sanikoorfi¦k	N	–up, –it
sanikoorfissivoq	V	(no generation)
sanikoorfittaarpoq	V	(no generation)
sanil¦eq	N	–ip, –it
sanileqarpoq	V	(no generation)
sanilequt	N	–ip, –it
sanilequt¦aq	N	{–ap, –tap}, {–at, –tat}
sanileraa	V	(no generation)
sanilerigajuppaa	V	(no generation)
sanileriiaat	N, pl.	-
sanilerisaannarpaa	V	(no generation)
sanilia¦q	N	–p, –t
sanillerpaa	V	(no generation)
sanillersimavaa	V	(no generation)
sanilliunneqarsinnaas¦oq	N	–up, –ut
sanilliuppaa	V	(no generation)
sanilliussine¦q	N	–rup, –rit
sanimoorpoq	V	(no generation)
sanimoortari¦aq	N	{–ssap, –ap}, {–ssat, –at}
sanimoortari¦aq	N	–ssap, –ssat
sanimorsorfigaa	V	(no generation)
sanimorsorpoq	V	(no generation)
sanimukaajuvoq	V	(no generation)
sanimukaanneqarpoq	V	(no generation)
sanimukaappaa	V	(no generation)
sanimukaa¦q	N	–p, –t
sanimukaarpoq	V	(no generation)
sanimukaart¦oq	N	–up, –ut
sanimukaassivoq	V	(no generation)
sanimukarpoq	V	(no generation)
sanimukartaannarpoq	V	(no generation)
sanimukart¦oq	N	–up, –ut
sanimukartuarpoq	V	(no generation)
saningerpaa	V	(no generation)
saningersimavaa	V	(no generation)
saningersorpaa	V	(no generation)
sanioqquppaa	V	(no generation)
sanioqquppoq	V	(no generation)
sanioqqusungarpaa	V	(no generation)
sanioqqu¦tsisinnaannginneq	N	{–ssisinnaannginnerup, –tsisinnaannginnerup}, {–ssisinnaannginnerit, –tsisinnaannginnerit}
sanioqqutsivoq	V	(no generation)
sanipippoq	V	(no generation)
saniportarpoq	V	(no generation)
sanisarpoq	V	(no generation)
sanittoorsuuvoq	V	(no generation)
sanittuvoq	V	(no generation)
saniutisivoq	V	(no generation)
saniutitaarpoq	V	(no generation)
sa¦nna	Pron	–ssuma, {–kku, –kkua}
sannaats¦oq	N	–up, –ut
sannakkumavaa	V	(no generation)
sannakoraa	V	(no generation)
sannaku	N	–p, –t
sannappaa	V	(no generation)
sannappoq	V	(no generation)
sanna¦q	N	–p, –t
sannarippoq	V	(no generation)
sannarissaarpoq	V	(no generation)
sannarissivoq	V	(no generation)
sannasiorpoq	V	(no generation)
sannasiorsinnaavoq	V	(no generation)
sannasiortaannarpoq	V	(no generation)
sannassaajuarpoq	V	(no generation)
sannassaavoq	V	(no generation)
sannassinnaavaa	V	(no generation)
sannassivoq	V	(no generation)
sannat	N	–ip, –it
sannat	N, pl.	-
sannataarserpoq	V	(no generation)
sannataarsertuarpoq	V	(no generation)
sannataavoq	V	(no generation)
sannavi¦k	N	–up, –it
sannavittaa¦q	N	–p, –t
sanneriaajarpoq	V	(no generation)
sannerialerpaa	V	(no generation)
sanneri¦aq	N	–ssap, –ssat
sannerpaa	V	(no generation)
sannerpoq	V	(no generation)
sannersart¦oq	N	–up, –ut
sannersimavoq	V	(no generation)
sannersippaa	V	(no generation)
sanneruserpaa	V	(no generation)
sannerut	N	–ip, –it
sannerutaajarpoq	V	(no generation)
sannerutil¦ik	N	{–iup, –lip, –lup}, –lit
sannerutserpaa	V	(no generation)
sanngiaat	N	–ip, –it
sanngiarpaa	V	(no generation)
sanngiartippaa	V	(no generation)
sanngiiffi¦k	N	–up, –it
sanngiikkajuppoq	V	(no generation)
sanngiilline¦q	N	–rup, –rit
sanngiillisimas¦oq	N	–up, –ut
sanngiillisimavoq	V	(no generation)
sanngiillisippaa	V	(no generation)
sanngiillivoq	V	(no generation)
sanngiinneruvoq	V	(no generation)
sanngiippoq	V	(no generation)
sanngiissu¦seq	N	–tsip, –tsit
sanngiissut	N	–ip, –it
sanngiissutigaa	V	(no generation)
sanngiits¦oq	N	–up, –ut
sanngingas¦oq	N	–up, –ut
sanngippoq	V	(no generation)
sanngi¦sooq	N	{–suup, –tuup}, {–suut, –tuut}
sanngi¦soorsuaq	N	{–soorsuup, –toorsuup}, {–soorsuit, –toorsuit}
sanngit	N	–ip, –it
sanngivallaaqaaq	V	(no generation)
sanngivoq	V	(no generation)
sanngorippoq	V	(no generation)
sanngorliorpoq	V	(no generation)
sannguigaa	V	(no generation)
sannguigitippoq	V	(no generation)
sanngui¦k	N	–up, –it
sannguissaaruppoq	V	(no generation)
sanniarpaa	V	(no generation)
sannikaappaa	V	(no generation)
sannikaattoorpoq	V	(no generation)
sannikarpoq	V	(no generation)
sannikartippaa	V	(no generation)
sannikaruppoq	V	(no generation)
sanningakannerpoq	V	(no generation)
sanningangajappoq	V	(no generation)
sanningas¦oq	N	–up, –ut
sanningasortal¦ik	N	{–iup, –lip, –lup}, –lit
sanningasorta¦q	N	–p, –t
sanningasul¦ik	N	{–iup, –lip, –lup}, –lit
sanningavoq	V	(no generation)
sanninngaarpaa	V	(no generation)
sanninngaarpoq	V	(no generation)
sanninngaartippaa	V	(no generation)
sanninngavigaa	V	(no generation)
sanninngavigilluarpaa	V	(no generation)
sanninngavigiuarpaa	V	(no generation)
sannippoq	V	(no generation)
sannisarpoq	V	(no generation)
sapaassu¦aq	N	–up, –it
sapaat	N	–ip, –it
sapaataanngilaq	V	(no generation)
sapaataaruppoq	V	(no generation)
sapaataarutinngilaq	V	(no generation)
sapaataavoq	V	(no generation)
sapaatisiorluarpoq	V	(no generation)
sapaatisiorpoq	V	(no generation)
sapaatisiortaannarpoq	V	(no generation)
sapaatisiut	N	–ip, –it
sapaatiuvoq	V	(no generation)
sapangaa¦raq	N	–qqap, –qqat
sapangaasa¦q	N	–p, –t
sapangaasat	N, pl.	-
sapangaasia¦q	N	–p, –t
sapangaa¦siaq	N	{–siap, –tiliap}, {–siat, –tiliat}
sapan¦gaq	N	–ngap, –ngat
sapangarsu¦aq	N	–up, –it
sapangartaarpoq	V	(no generation)
sapangi¦aq	N	–ssap, –ssat
sapangippaa	V	(no generation)
sapangisippaa	V	(no generation)
sapangita¦q	N	–p, –t
sapangitaqanngilaq	V	(no generation)
sapangittoorpaa	V	(no generation)
sapanngariss¦oq	N	–up, –ut
sapanngarissorsiort¦oq	N	–up, –ut
sapanngarissuuvoq	V	(no generation)
sapassippaa	V	(no generation)
sapassisa¦q	N	–p, –t
sapassisippaa	V	(no generation)
sapassivaa	V	(no generation)
saperasugaa	V	(no generation)
saperfeeruppoq	V	(no generation)
saperiagaa	V	(no generation)
saperiagivippaa	V	(no generation)
saperiatsaappaa	V	(no generation)
saperluinnarpaa	V	(no generation)
sapernaallak	Interj	(no generation)
sapernaqaaq	V	(no generation)
sapernarpoq	V	(no generation)
sapernart¦oq	N	–up, –ut
sapernerarpaa	V	(no generation)
saperngui¦k	N	–up, –it
saperngusarpoq	V	(no generation)
sapernguvoq	V	(no generation)
sapernivoq	V	(no generation)
sapernuffi¦k	N	–up, –it
sapernui¦k	N	–up, –it
sapernusarpoq	V	(no generation)
sapernus¦oq	N	–up, –ut
sapernussutigaa	V	(no generation)
sapernuvoq	V	(no generation)
saperpaa	V	(no generation)
saperparaarpoq	V	(no generation)
saperparaartaannarpoq	V	(no generation)
saperpoq	V	(no generation)
sapersaatigaa	V	(no generation)
sapersarpoq	V	(no generation)
sapersinne¦q	N	–rup, –rit
sapersippaa	V	(no generation)
sapersippoq	V	(no generation)
sapersitsaarpaa	V	(no generation)
sapersitsaarpoq	V	(no generation)
sapertuaannarpoq	V	(no generation)
saperunnaarpaa	V	(no generation)
saperuttaalliorpoq	V	(no generation)
saperuttaappoq	V	(no generation)
saperuttaats¦oq	N	–up, –ut
saperuttarpoq	V	(no generation)
saperuttartuuvoq	V	(no generation)
sapigaavoq	V	(no generation)
sapigal¦ik	N	{–iup, –lip, –lup}, –lit
sapi¦gaq	N	–kkap, –kkat
sapigaqanngilaq	V	(no generation)
sapigaqarne¦q	N	–rup, –rit
sapigaqart¦oq	N	–up, –ut
sapigassippaa	V	(no generation)
sapiillisaarpoq	V	(no generation)
sapiillisarpoq	V	(no generation)
sapiillivoq	V	(no generation)
sapiinnersaavoq	V	(no generation)
sapiinneruvoq	V	(no generation)
sapiippallaanngilaq	V	(no generation)
sapiippaluppoq	V	(no generation)
sapiippoq	V	(no generation)
sapiiserajuppoq	V	(no generation)
sapiiserne¦q	N	–rup, –rit
sapiiserpallaarpoq	V	(no generation)
sapiiserpallaart¦oq	N	–up, –ut
sapiiserpoq	V	(no generation)
sapiisersaannarpoq	V	(no generation)
sapiiserumavoq	V	(no generation)
sapiisinngilaq	V	(no generation)
sapiissu¦seq	N	–tsip, –tsit
sapiissuseqarne¦q	N	–rup, –rit
sapiits¦oq	N	–up, –ut
sapiitsuliorpoq	V	(no generation)
sapiitsuliort¦oq	N	–up, –ut
sapileqqajaalluinnarpoq	V	(no generation)
sapileqqajaane¦q	N	–rup, –rit
sapileqqajaavoq	V	(no generation)
sapileraluttuinnarpaa	V	(no generation)
sapilerne¦q	N	–rup, –rit
sapilerpaa	V	(no generation)
sapilerpoq	V	(no generation)
sapilersimavoq	V	(no generation)
sapiler¦soq	N	{–sup, –tup}, {–sut, –tut}
sapilingajattarpoq	V	(no generation)
sapilingajattooraluarpoq	V	(no generation)
sapinngilaa	V	(no generation)
sapinngilaq	V	(no generation)
sapinngisa¦q	N	–p, –t
sapinngisaqarne¦q	N	–rup, –rit
sapinngits¦oq	N	–up, –ut
sapisivoq	V	(no generation)
sapissangatippaa	V	(no generation)
sapissangavaa	V	(no generation)
sapissangavoq	V	(no generation)
sapiuffigaa	V	(no generation)
sapiuilluinnarpoq	V	(no generation)
sapiuinnersaavoq	V	(no generation)
sapiuippoq	V	(no generation)
sapiukkajuppoq	V	(no generation)
sapiuppaa	V	(no generation)
sapiuppoq	V	(no generation)
sapiu¦tilerneq	N	{–tilernerup, –tsilernerup, –sernerup}, {–tilernerit, –tsilernerit, –sernerit}
sapiutinngisaannarpoq	V	(no generation)
sapiuttaannarpoq	V	(no generation)
sapivaa	V	(no generation)
sapuaa	V	(no generation)
sapuppaa	V	(no generation)
sapuserpaa	V	(no generation)
sapusersorpaa	V	(no generation)
sapusia¦q	N	–p, –t
sapu¦siaq	N	{–siap, –tiliap}, {–siat, –tiliat}
sapu¦siineq	N	{–siinerup, –tiliinerup}, {–siinerit, –tiliinerit}
sapusiorpaa	V	(no generation)
sapusiorpoq	V	(no generation)
sapussualia¦q	N	–p, –t
saput	N	–ip, –it
saputaarpaa	V	(no generation)
saputtarpaa	V	(no generation)
saqiallanne¦q	N	–rup, –rit
saqiallappoq	V	(no generation)
saqiallattarpoq	V	(no generation)
saqilluarpoq	V	(no generation)
saqinne¦q	N	–rup, –rit
saqioqilaarpallaaqaaq	V	(no generation)
saqioqilaarpoq	V	(no generation)
saqippaa	V	(no generation)
saqippoq	V	(no generation)
saqisaappaa	V	(no generation)
saqisaa¦q	N	–p, –t
saqisaarpoq	V	(no generation)
saqisaartaannarpoq	V	(no generation)
saqisaaruppaa	V	(no generation)
saqisart¦oq	N	–up, –ut
saqiserpoq	V	(no generation)
saqisi	N	–p, –t
saqisippaa	V	(no generation)
saqis¦oq	N	–up, –ut
saqissaane¦q	N	–rup, –rit
saqissaanngilaq	V	(no generation)
saqissuppaa	V	(no generation)
saqisua¦raq	N	–qqap, –qqat
saqisuuvoq	V	(no generation)
saqiterpoq	V	(no generation)
saqitsaane¦q	N	–rup, –rit
saqitsaanne¦q	N	–rup, –rit
saqitsaappaa	V	(no generation)
saqitsaassivoq	V	(no generation)
saqitsaassu¦seq	N	–tsip, –tsit
saqitsaassut	N	–ip, –it
saqitsaat	N	–ip, –it
saqitsarpaa	V	(no generation)
saqitseriarpoq	V	(no generation)
saqitseriippoq	V	(no generation)
saqitseriissu¦seq	N	–tsip, –tsit
saqi¦tseriissuseq	N	{–sseriissutsip, –tseriissutsip}, {–sseriissutsit, –tseriissutsit}
saqitserii¦tsoq	N	–tsup, {–ssut, –tsut, –ttut}
saqitseriivippoq	V	(no generation)
saqitsippaa	V	(no generation)
saqittoorpoq	V	(no generation)
saqivaa	V	(no generation)
saqivoq	V	(no generation)
saqqaajarpaa	V	(no generation)
saqqaajarpoq	V	(no generation)
saqqaarpaa	V	(no generation)
saqqaavoq	V	(no generation)
saqqangerpaa	V	(no generation)
saqqangersorpaa	V	(no generation)
saqqangiuppaa	V	(no generation)
saqqangiuppoq	V	(no generation)
saqqangiussaavoq	V	(no generation)
saqqannippoq	V	(no generation)
saqqappoq	V	(no generation)
saqqa¦q	N	–ap, –at
saqqarfigisa¦q	N	–p, –t
saqqarippoq	V	(no generation)
saqqarluarpaa	V	(no generation)
saqqarluinnarpaa	V	(no generation)
saqqarmi¦oq	N	–up, –ut
saqqarmioqarpoq	V	(no generation)
saqqarmiortaarpoq	V	(no generation)
saqqarmiu	N	–p, –t
saqqarmiulersorpaa	V	(no generation)
saqqarmiuligaavoq	V	(no generation)
saqqarmiulisaarpoq	V	(no generation)
saqqarmiuusa¦q	N	–p, –t
saqqarpaa	V	(no generation)
saqqarpasi¦k	N	–up, –it
saqqarpasippoq	V	(no generation)
saqqarpoq	V	(no generation)
saqqarsarne¦q	N	–rup, –rit
saqqarsarnerpoq	V	(no generation)
saqqarsarnileqaaq	V	(no generation)
saqqarsimavaa	V	(no generation)
saqqassimavoq	V	(no generation)
saqqerpaa	V	(no generation)
saqqilluarpaa	V	(no generation)
saqqippaa	V	(no generation)
saqqisaarpoq	V	(no generation)
saqqisaartippaa	V	(no generation)
saqqissa¦q	N	–p, –t
saqqissivoq	V	(no generation)
saqqumilaarne¦q	N	–rup, –rit
saqqumilaarpoq	V	(no generation)
saqqumilaartitsine¦q	N	–rup, –rit
saqquminerpaavoq	V	(no generation)
saqquminngits¦oq	N	–up, –ut
saqqumis¦oq	N	–up, –ut
saqqumitiinnarpaa	V	(no generation)
saqqumitippaa	V	(no generation)
saqqumivoq	V	(no generation)
saqqummeeqqaarpoq	V	(no generation)
saqqummeeriaa¦seq	N	–tsip, –tsit
saqqummeqqippoq	V	(no generation)
saqqummerfigaa	V	(no generation)
saqqummerne¦q	N	–rup, –rit
saqqummerpaa	V	(no generation)
saqqummerpoq	V	(no generation)
saqqummer¦sinneqartoq	N	{–sinneqartup, –tinneqartup}, {–sinneqartut, –tinneqartut}
saqqummersippaa	V	(no generation)
saqqummer¦sitaq	N	{–sitap, –titap}, {–sitat, –titat}
saqqummer¦sitseqatigiinneq	N	{–sitseqatigiinnerup, –siteqatigiinnerup, –titseqatigiinnerup}, {–sitseqatigiinnerit, –siteqatigiinnerit, –titseqatigiinnerit}
saqqummer¦sitsineq	N	{–sitsinerup, –titsinerup}, {–sitsinerit, –titsinerit}
saqqummer¦sitsinerit	N, pl.	{–sitsinerit, –titsinerit}
saqqummer¦sitsinersuaq	N	{–sitsinersuup, –titsinersuup}, {–sitsinersuit, –titsinersuit}
saqqummer¦sitsisarfik	N	{–sitsisarfiup, –titsisarfiup}, {–sitsisarfiit, –titsisarfiit}
saqqummer¦sitsisarneq	N	{–sitsisarnerup, –titsisarnerup}, {–sitsisarnerit, –titsisarnerit}
saqqummer¦sitsisartoq	N	{–sitsisartup, –titsisartup}, {–sitsisartut, –titsisartut}
saqqummer¦sitsisoq	N	{–sitsisup, –titsisup}, {–sitsisut, –titsisut}
saqqummersitsi¦vik	N	{–ffiup, –viup}, {–ffiit, –viit}
saqqummersitsivoq	V	(no generation)
saqqummigaavoq	V	(no generation)
saqqummi¦gaq	N	–kkap, –kkat
saqqummigassaavoq	V	(no generation)
saqqummigassa¦q	N	–p, –t
saqqummiine¦q	N	–rup, –rit
saqqummiisaqarpoq	V	(no generation)
saqqummiivoq	V	(no generation)
saqqummilaanngilaq	V	(no generation)
saqqummilerne¦q	N	–rup, –rit
saqqummiler¦soq	N	{–sup, –tup}, {–sut, –tut}
saqqummiunneqart¦oq	N	–up, –ut
saqqummiuppaa	V	(no generation)
saqqummiuppoq	V	(no generation)
saqqummiussaavoq	V	(no generation)
saqqummiussa¦q	N	–p, –t
saqqummiussine¦q	N	–rup, –rit
saqqummiussisinnaane¦q	N	–rup, –rit
saqqummiussis¦oq	N	–up, –ut
Saqqummiussissut	N	–ip, –it
saqqummiussi¦vissaq	N	{–ffissap, –vissap}, {–ffissat, –vissat}
saqqummiussivoq	V	(no generation)
sarajappoq	V	(no generation)
sarajatsi¦ppoq	V	–nngilaq
sarajattuinnaavoq	V	(no generation)
sarappoq	V	(no generation)
sarasserpoq	V	(no generation)
sarassersimavoq	V	(no generation)
sarassivaa	V	(no generation)
sarfaalaarpoq	V	(no generation)
sarfaappaa	V	(no generation)
sarfaappoq	V	(no generation)
sarfaarpoq	V	(no generation)
sarfaarukkiartorpoq	V	(no generation)
sarfaaruppoq	V	(no generation)
sarfaarutivippoq	V	(no generation)
sarfaassaane¦q	N	–rup, –rit
sarfaassaavoq	V	(no generation)
sarfaassinnaavaa	V	(no generation)
sarfakuju¦k	N	–up, –it
sarfakujussu¦aq	N	–up, –it
sarfalerfi¦k	N	–up, –it
sarfaleris¦oq	N	–up, –ut
sarfaler¦suut	N	{–suutip, –tuutip}, {–suutit, –tuutit}
sarfa¦q	N	{–p, –rup}, {–t, –rit}
sarfaqarfi¦k	N	–up, –it
sarfarippoq	V	(no generation)
sarfarissiartorpoq	V	(no generation)
sarfarissivoq	V	(no generation)
sarfarlerpoq	V	(no generation)
sarfarne¦q	N	–rup, –rit
sarfarpoq	V	(no generation)
sarfarserpoq	V	(no generation)
sarfarsiataarpoq	V	(no generation)
sarfarsiorpoq	V	(no generation)
sarfarsu¦aq	N	–up, –it
sarfartorsuuvoq	V	(no generation)
sarliaavoq	V	(no generation)
sarliagaavoq	V	(no generation)
sarlia¦q	N	–p, –t
sarliaraa	V	(no generation)
sarliarpaa	V	(no generation)
sarliarpoq	V	(no generation)
sarliartippoq	V	(no generation)
sarliart¦oq	N	–up, –ut
sarliarumatuvoq	V	(no generation)
sarlisserpaa	V	(no generation)
sarlisserpoq	V	(no generation)
sarlissiuppaa	V	(no generation)
sarmippaa	V	(no generation)
sarmissaavoq	V	(no generation)
sarmissarpaa	V	(no generation)
sarpigaanngitsoorpoq	V	(no generation)
sarpigaarpoq	V	(no generation)
sarpi¦k	N	–up, –it
sarpilee¦raq	N	–qqap, –qqat
sarpil¦eeraq	N	{–eeqqap, –iaqqap}, {–eeqqat, –iaqqat}
sarpil¦ik	N	{–iup, –lip, –lup}, –lit
sarpimmippaa	V	(no generation)
sarpingasoorpoq	V	(no generation)
sarpingavoq	V	(no generation)
sarpinnaa¦q	N	–p, –t
sarpinnaaqarpoq	V	(no generation)
sarpinnappoq	V	(no generation)
sarpinnassimavoq	V	(no generation)
sarpissorpoq	V	(no generation)
sarpitsugaa	V	(no generation)
sarpitsuppoq	V	(no generation)
sarpittorpoq	V	(no generation)
sarpiusaajuvoq	V	(no generation)
sarpiusaa¦q	N	–p, –t
sarpiusa¦q	N	–p, –t
sarrikkiartorpoq	V	(no generation)
sarrippoq	V	(no generation)
sarrisippaa	V	(no generation)
sarrisoorpoq	V	(no generation)
sarrivoq	V	(no generation)
sarsaavoq	V	(no generation)
sarsakataavoq	V	(no generation)
sarsakattaarpoq	V	(no generation)
sarsakattaavoq	V	(no generation)
sarsakatta¦k	N	–ap, –at
sarsa¦q	N	–p, –t
sarsarpoq	V	(no generation)
sarsuane¦q	N	–rup, –rit
sarsuatitsine¦q	N	–rup, –rit
sarsuatitsivoq	V	(no generation)
sarsuatseeriarpoq	V	(no generation)
